date open high low close adj close volume
May 1 2025,  209.08, 214.56, 208.90, 213.32, 213.04, 57365700
Apr 30 2025,  209.30, 213.58, 206.67, 212.50, 212.22, 52286500
Apr 29 2025,  208.69, 212.24, 208.37, 211.21, 210.93, 36827600
Apr 28 2025,  210.00, 211.50, 207.46, 210.14, 209.86, 38743100
Apr 25 2025,  206.37, 209.75, 206.20, 209.28, 209.01, 38222300
Apr 24 2025,  204.89, 208.83, 202.94, 208.37, 208.10, 47311000
Apr 23 2025,  206.00, 208.00, 202.80, 204.60, 204.33, 52929200
Apr 22 2025,  196.12, 201.59, 195.97, 199.74, 199.48, 52976400
Apr 21 2025,  193.27, 193.80, 189.81, 193.16, 192.91, 46742500
Apr 17 2025,  197.20, 198.83, 194.42, 196.98, 196.72, 51334300
Apr 16 2025,  198.36, 200.70, 192.37, 194.27, 194.02, 59732400
Apr 15 2025,  201.86, 203.51, 199.80, 202.14, 201.88, 51343900
Apr 14 2025,  211.44, 212.94, 201.16, 202.52, 202.25, 101352900
Apr 11 2025,  186.10, 199.54, 186.06, 198.15, 197.89, 87435900
Apr 10 2025,  189.07, 194.78, 183.00, 190.42, 190.17, 121880000
Apr 9 2025,  171.95, 200.61, 171.89, 198.85, 198.59, 184395900
Apr 8 2025,  186.70, 190.34, 169.21, 172.42, 172.19, 120859500
Apr 7 2025,  177.20, 194.15, 174.62, 181.46, 181.22, 160466300
Apr 4 2025,  193.89, 199.88, 187.34, 188.38, 188.13, 125910900
Apr 3 2025,  205.54, 207.49, 201.25, 203.19, 202.92, 103419000
Apr 2 2025,  221.32, 225.19, 221.02, 223.89, 223.60, 35905900
Apr 1 2025,  219.81, 223.68, 218.90, 223.19, 222.90, 36412700
Mar 31 2025,  217.01, 225.62, 216.23, 222.13, 221.84, 65299300
Mar 28 2025,  221.67, 223.81, 217.68, 217.90, 217.61, 39818600
Mar 27 2025,  221.39, 224.99, 220.56, 223.85, 223.56, 37094800
Mar 26 2025,  223.51, 225.02, 220.47, 221.53, 221.24, 34466100
Mar 25 2025,  220.77, 224.10, 220.08, 223.75, 223.46, 34493600
Mar 24 2025,  221.00, 221.48, 218.58, 220.73, 220.44, 44299500
Mar 21 2025,  211.56, 218.84, 211.28, 218.27, 217.98, 94127800
Mar 20 2025,  213.99, 217.49, 212.22, 214.10, 213.82, 48862900
Mar 19 2025,  214.22, 218.76, 213.75, 215.24, 214.96, 54385400
Mar 18 2025,  214.16, 215.15, 211.49, 212.69, 212.41, 42432400
Mar 17 2025,  213.31, 215.22, 209.97, 214.00, 213.72, 48073400
Mar 14 2025,  211.25, 213.95, 209.58, 213.49, 213.21, 60107600
Mar 13 2025,  215.95, 216.84, 208.42, 209.68, 209.41, 61368300
Mar 12 2025,  220.14, 221.75, 214.91, 216.98, 216.70, 62547500
Mar 11 2025,  223.81, 225.84, 217.45, 220.84, 220.55, 76137400
Mar 10 2025,  235.54, 236.16, 224.22, 227.48, 227.18, 72071200
Mar 7 2025,  235.11, 241.37, 234.76, 239.07, 238.76, 46273600
Mar 6 2025,  234.44, 237.86, 233.16, 235.33, 235.02, 45170400
Mar 5 2025,  235.42, 236.55, 229.23, 235.74, 235.43, 47227600
Mar 4 2025,  237.71, 240.07, 234.68, 235.93, 235.62, 53798100
Mar 3 2025,  241.79, 244.03, 236.11, 238.03, 237.72, 47184000
Feb 28 2025,  236.95, 242.09, 230.20, 241.84, 241.52, 56833400
Feb 27 2025,  239.41, 242.46, 237.06, 237.30, 236.99, 41153600
Feb 26 2025,  244.33, 244.98, 239.13, 240.36, 240.05, 44433600
Feb 25 2025,  248.00, 250.00, 244.91, 247.04, 246.72, 48013300
Feb 24 2025,  244.93, 248.86, 244.42, 247.10, 246.78, 51326400
Feb 21 2025,  245.95, 248.69, 245.22, 245.55, 245.23, 53197400
Feb 20 2025,  244.94, 246.78, 244.29, 245.83, 245.51, 32316900
Feb 19 2025,  244.66, 246.01, 243.16, 244.87, 244.55, 32204200
Feb 18 2025,  244.15, 245.18, 241.84, 244.47, 244.15, 48822500
Feb 14 2025,  241.25, 245.55, 240.99, 244.60, 244.28, 40896200
Feb 13 2025,  236.91, 242.34, 235.57, 241.53, 241.21, 53614100
Feb 12 2025,  231.20, 236.96, 230.68, 236.87, 236.56, 45243300
Feb 11 2025,  228.20, 235.23, 228.13, 232.62, 232.32, 53718400
Feb 10 2025,  229.57, 230.59, 227.20, 227.65, 227.35, 33115600
Feb 7 2025,  232.60, 234.00, 227.26, 227.63, 227.08, 39707200
Feb 6 2025,  231.29, 233.80, 230.43, 233.22, 232.66, 29925300
Feb 5 2025,  228.53, 232.67, 228.27, 232.47, 231.91, 39620300
Feb 4 2025,  227.25, 233.13, 226.65, 232.80, 232.24, 45067300
Feb 3 2025,  229.99, 231.83, 225.70, 228.01, 227.46, 73063300
Jan 31 2025,  247.19, 247.19, 233.44, 236.00, 235.43, 101075100
Jan 30 2025,  238.67, 240.79, 237.21, 237.59, 237.02, 55658300
Jan 29 2025,  234.12, 239.86, 234.01, 239.36, 238.78, 45486100
Jan 28 2025,  230.85, 240.19, 230.81, 238.26, 237.69, 75707600
Jan 27 2025,  224.02, 232.15, 223.98, 229.86, 229.31, 94863400
Jan 24 2025,  224.78, 225.63, 221.41, 222.78, 222.24, 54697900
Jan 23 2025,  224.74, 227.03, 222.30, 223.66, 223.12, 60234800
Jan 22 2025,  219.79, 224.12, 219.79, 223.83, 223.29, 64126500
Jan 21 2025,  224.00, 224.42, 219.38, 222.64, 222.10, 98070400
Jan 17 2025,  232.12, 232.29, 228.48, 229.98, 229.43, 68488300
Jan 16 2025,  237.35, 238.01, 228.03, 228.26, 227.71, 71759100
Jan 15 2025,  234.64, 238.96, 234.43, 237.87, 237.30, 39832000
Jan 14 2025,  234.75, 236.12, 232.47, 233.28, 232.72, 39435300
Jan 13 2025,  233.53, 234.67, 229.72, 234.40, 233.84, 49630700
Jan 10 2025,  240.01, 240.16, 233.00, 236.85, 236.28, 61710900
Jan 8 2025,  241.92, 243.71, 240.05, 242.70, 242.12, 37628900
Jan 7 2025,  242.98, 245.55, 241.35, 242.21, 241.63, 40856000
Jan 6 2025,  244.31, 247.33, 243.20, 245.00, 244.41, 45045600
Jan 3 2025,  243.36, 244.18, 241.89, 243.36, 242.77, 40244100
Jan 2 2025,  248.93, 249.10, 241.82, 243.85, 243.26, 55740700
Dec 31 2024,  252.44, 253.28, 249.43, 250.42, 249.82, 39480700
Dec 30 2024,  252.23, 253.50, 250.75, 252.20, 251.59, 35557500
Dec 27 2024,  257.83, 258.70, 253.06, 255.59, 254.97, 42355300
Dec 26 2024,  258.19, 260.10, 257.63, 259.02, 258.40, 27237100
Dec 24 2024,  255.49, 258.21, 255.29, 258.20, 257.58, 23234700
Dec 23 2024,  254.77, 255.65, 253.45, 255.27, 254.66, 40858800
Dec 20 2024,  248.04, 255.00, 245.69, 254.49, 253.88, 147495300
Dec 19 2024,  247.50, 252.00, 247.09, 249.79, 249.19, 60882300
Dec 18 2024,  252.16, 254.28, 247.74, 248.05, 247.45, 56774100
Dec 17 2024,  250.08, 253.83, 249.78, 253.48, 252.87, 51356400
Dec 16 2024,  247.99, 251.38, 247.65, 251.04, 250.44, 51694800
Dec 13 2024,  247.82, 249.29, 246.24, 248.13, 247.53, 33155300
Dec 12 2024,  246.89, 248.74, 245.68, 247.96, 247.36, 32777500
Dec 11 2024,  247.96, 250.80, 246.26, 246.49, 245.90, 45205800
Dec 10 2024,  246.89, 248.21, 245.34, 247.77, 247.17, 36914800
Dec 9 2024,  241.83, 247.24, 241.75, 246.75, 246.16, 44649200
Dec 6 2024,  242.91, 244.63, 242.08, 242.84, 242.26, 36870600
Dec 5 2024,  243.99, 244.54, 242.13, 243.04, 242.46, 40033900
Dec 4 2024,  242.87, 244.11, 241.25, 243.01, 242.43, 44383900
Dec 3 2024,  239.81, 242.76, 238.90, 242.65, 242.07, 38861000
Dec 2 2024,  237.27, 240.79, 237.16, 239.59, 239.01, 48137100
Nov 29 2024,  234.81, 237.81, 233.97, 237.33, 236.76, 28481400
Nov 27 2024,  234.47, 235.69, 233.81, 234.93, 234.36, 33498400
Nov 26 2024,  233.33, 235.57, 233.33, 235.06, 234.49, 45986200
Nov 25 2024,  231.46, 233.25, 229.74, 232.87, 232.31, 90152800
Nov 22 2024,  228.06, 230.72, 228.06, 229.87, 229.32, 38168300
Nov 21 2024,  228.88, 230.16, 225.71, 228.52, 227.97, 42108300
Nov 20 2024,  228.06, 229.93, 225.89, 229.00, 228.45, 35169600
Nov 19 2024,  226.98, 230.16, 226.66, 228.28, 227.73, 36211800
Nov 18 2024,  225.25, 229.74, 225.17, 228.02, 227.47, 44686000
Nov 15 2024,  226.40, 226.92, 224.27, 225.00, 224.46, 47923700
Nov 14 2024,  225.02, 228.87, 225.00, 228.22, 227.67, 44923900
Nov 13 2024,  224.01, 226.65, 222.76, 225.12, 224.58, 48566200
Nov 12 2024,  224.55, 225.59, 223.36, 224.23, 223.69, 40398300
Nov 11 2024,  225.00, 225.70, 221.50, 224.23, 223.69, 42005600
Nov 8 2024,  227.17, 228.66, 226.41, 226.96, 226.41, 38328800
Nov 7 2024,  224.63, 227.88, 224.57, 227.48, 226.68, 42137700
Nov 6 2024,  222.61, 226.07, 221.19, 222.72, 221.94, 54561100
Nov 5 2024,  221.80, 223.95, 221.14, 223.45, 222.67, 28111300
Nov 4 2024,  220.99, 222.79, 219.71, 222.01, 221.23, 44944500
Nov 1 2024,  220.97, 225.35, 220.27, 222.91, 222.13, 65276700
Oct 31 2024,  229.34, 229.83, 225.37, 225.91, 225.12, 64370100
Oct 30 2024,  232.61, 233.47, 229.55, 230.10, 229.29, 47070900
Oct 29 2024,  233.10, 234.33, 232.32, 233.67, 232.85, 35417200
Oct 28 2024,  233.32, 234.73, 232.55, 233.40, 232.58, 36087100
Oct 25 2024,  229.74, 233.22, 229.57, 231.41, 230.60, 38802300
Oct 24 2024,  229.98, 230.82, 228.41, 230.57, 229.76, 31109500
Oct 23 2024,  234.08, 235.14, 227.76, 230.76, 229.95, 52287000
Oct 22 2024,  233.89, 236.22, 232.60, 235.86, 235.03, 38846600
Oct 21 2024,  234.45, 236.85, 234.45, 236.48, 235.65, 36254500
Oct 18 2024,  236.18, 236.18, 234.01, 235.00, 234.18, 46431500
Oct 17 2024,  233.43, 233.85, 230.52, 232.15, 231.34, 32993800
Oct 16 2024,  231.60, 232.12, 229.84, 231.78, 230.97, 34082200
Oct 15 2024,  233.61, 237.49, 232.37, 233.85, 233.03, 64751400
Oct 14 2024,  228.70, 231.73, 228.60, 231.30, 230.49, 39882100
Oct 11 2024,  229.30, 229.41, 227.34, 227.55, 226.75, 31759200
Oct 10 2024,  227.78, 229.50, 227.17, 229.04, 228.24, 28183500
Oct 9 2024,  225.23, 229.75, 224.83, 229.54, 228.74, 33591100
Oct 8 2024,  224.30, 225.98, 223.25, 225.77, 224.98, 31855700
Oct 7 2024,  224.50, 225.69, 221.33, 221.69, 220.91, 39505400
Oct 4 2024,  227.90, 228.00, 224.13, 226.80, 226.01, 37245100
Oct 3 2024,  225.14, 226.81, 223.32, 225.67, 224.88, 34044200
Oct 2 2024,  225.89, 227.37, 223.02, 226.78, 225.99, 32880600
Oct 1 2024,  229.52, 229.65, 223.74, 226.21, 225.42, 63285000
Sep 30 2024,  230.04, 233.00, 229.65, 233.00, 232.18, 54541900
Sep 27 2024,  228.46, 229.52, 227.30, 227.79, 226.99, 34026000
Sep 26 2024,  227.30, 228.50, 225.41, 227.52, 226.72, 36636700
Sep 25 2024,  224.93, 227.29, 224.02, 226.37, 225.58, 42308700
Sep 24 2024,  228.65, 229.35, 225.73, 227.37, 226.57, 43556100
Sep 23 2024,  227.34, 229.45, 225.81, 226.47, 225.68, 54146000
Sep 20 2024,  229.97, 233.09, 227.62, 228.20, 227.40, 318679900
Sep 19 2024,  224.99, 229.82, 224.63, 228.87, 228.07, 66781300
Sep 18 2024,  217.55, 222.71, 217.54, 220.69, 219.92, 59894900
Sep 17 2024,  215.75, 216.90, 214.50, 216.79, 216.03, 45519300
Sep 16 2024,  216.54, 217.22, 213.92, 216.32, 215.56, 59357400
Sep 13 2024,  223.58, 224.04, 221.91, 222.50, 221.72, 36766600
Sep 12 2024,  222.50, 223.55, 219.82, 222.77, 221.99, 37498200
Sep 11 2024,  221.46, 223.09, 217.89, 222.66, 221.88, 44587100
Sep 10 2024,  218.92, 221.48, 216.73, 220.11, 219.34, 51591000
Sep 9 2024,  220.82, 221.27, 216.71, 220.91, 220.14, 67180000
Sep 6 2024,  223.95, 225.24, 219.77, 220.82, 220.05, 48423000
Sep 5 2024,  221.63, 225.48, 221.52, 222.38, 221.60, 36615400
Sep 4 2024,  221.66, 221.78, 217.48, 220.85, 220.08, 43840200
Sep 3 2024,  228.55, 229.00, 221.17, 222.77, 221.99, 50190600
Aug 30 2024,  230.19, 230.40, 227.48, 229.00, 228.20, 52990800
Aug 29 2024,  230.10, 232.92, 228.88, 229.79, 228.99, 51906300
Aug 28 2024,  227.92, 229.86, 225.68, 226.49, 225.70, 38052200
Aug 27 2024,  226.00, 228.85, 224.89, 228.03, 227.23, 35934600
Aug 26 2024,  226.76, 227.28, 223.89, 227.18, 226.38, 30602200
Aug 23 2024,  225.66, 228.22, 224.33, 226.84, 226.05, 38677300
Aug 22 2024,  227.79, 228.34, 223.90, 224.53, 223.74, 43695300
Aug 21 2024,  226.52, 227.98, 225.05, 226.40, 225.61, 34765500
Aug 20 2024,  225.77, 227.17, 225.45, 226.51, 225.72, 30299000
Aug 19 2024,  225.72, 225.99, 223.04, 225.89, 225.10, 40687800
Aug 16 2024,  223.92, 226.83, 223.65, 226.05, 225.26, 44340200
Aug 15 2024,  224.60, 225.35, 222.76, 224.72, 223.93, 46414000
Aug 14 2024,  220.57, 223.03, 219.70, 221.72, 220.94, 41960600
Aug 13 2024,  219.01, 221.89, 219.01, 221.27, 220.49, 44155300
Aug 12 2024,  216.07, 219.51, 215.60, 217.53, 216.77, 38028100
Aug 9 2024,  212.10, 216.78, 211.97, 216.24, 215.23, 42201600
Aug 8 2024,  213.11, 214.20, 208.83, 213.31, 212.32, 47161100
Aug 7 2024,  206.90, 213.64, 206.39, 209.82, 208.84, 63516400
Aug 6 2024,  205.30, 209.99, 201.07, 207.23, 206.27, 69660500
Aug 5 2024,  199.09, 213.50, 196.00, 209.27, 208.30, 119548600
Aug 2 2024,  219.15, 225.60, 217.71, 219.86, 218.84, 105568600
Aug 1 2024,  224.37, 224.48, 217.02, 218.36, 217.34, 62501000
Jul 31 2024,  221.44, 223.82, 220.63, 222.08, 221.05, 50036300
Jul 30 2024,  219.19, 220.33, 216.12, 218.80, 217.78, 41643800
Jul 29 2024,  216.96, 219.30, 215.75, 218.24, 217.22, 36311800
Jul 26 2024,  218.70, 219.49, 216.01, 217.96, 216.95, 41601300
Jul 25 2024,  218.93, 220.85, 214.62, 217.49, 216.48, 51391200
Jul 24 2024,  224.00, 224.80, 217.13, 218.54, 217.52, 61777600
Jul 23 2024,  224.37, 226.94, 222.68, 225.01, 223.96, 39960300
Jul 22 2024,  227.01, 227.78, 223.09, 223.96, 222.92, 48201800
Jul 19 2024,  224.82, 226.80, 223.28, 224.31, 223.27, 49151500
Jul 18 2024,  230.28, 230.44, 222.27, 224.18, 223.14, 66034600
Jul 17 2024,  229.45, 231.46, 226.64, 228.88, 227.81, 57345900
Jul 16 2024,  235.00, 236.27, 232.33, 234.82, 233.73, 43234300
Jul 15 2024,  236.48, 237.23, 233.09, 234.40, 233.31, 62631300
Jul 12 2024,  228.92, 232.64, 228.68, 230.54, 229.47, 53046500
Jul 11 2024,  231.39, 232.39, 225.77, 227.57, 226.51, 64710600
Jul 10 2024,  229.30, 233.08, 229.25, 232.98, 231.90, 62627700
Jul 9 2024,  227.93, 229.40, 226.37, 228.68, 227.62, 48076100
Jul 8 2024,  227.09, 227.85, 223.25, 227.82, 226.76, 59085900
Jul 5 2024,  221.65, 226.45, 221.65, 226.34, 225.29, 60412400
Jul 3 2024,  220.00, 221.55, 219.03, 221.55, 220.52, 37369800
Jul 2 2024,  216.15, 220.38, 215.10, 220.27, 219.24, 58046200
Jul 1 2024,  212.09, 217.51, 211.92, 216.75, 215.74, 60402900
Jun 28 2024,  215.77, 216.07, 210.30, 210.62, 209.64, 82542700
Jun 27 2024,  214.69, 215.74, 212.35, 214.10, 213.10, 49772700
Jun 26 2024,  211.50, 214.86, 210.64, 213.25, 212.26, 66213200
